Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,28/02/2018 08:52:25,184,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,168478.260869565,16304.347826087,92.0,104.65180361559999,166,18,184,92.0,104.65180361559999,166,18,0,0.0,0.0,0,0,0,0,0,0,60,0,16304.347826087,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,6,28/02/2018 08:52:20,5601098,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.7141456907,1867032.66666667,3151545.05388965,5505707,19,5601098,2800549.0,3825671.13196208,5505707,95391,0,0.0,0.0,0,0,0,0,0,0,72,32,0.535609268,0.1785364227,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,42780,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:52:20,8365300,8,6,427,3748,198,0,53.375,88.35470316530001,1460,0,624.6666666666999,678.1724461128,499.0855079913,1.6735801466,643484.615384615,1460379.1934308,4953282,1,8365300,1195042.85714286,1871748.20522628,4953282,27,907708,181541.6,273897.57246423303,622713,1,0,0,0,0,172,132,0.9563315123,0.7172486342000001,0,1460,278.3333333333,504.00080309839996,254016.80952381,0,0,1,1,0,0,0,1,0,298.2142857143,53.375,624.6666666666999,0,0,0,0,0,0,8,427,6,3748,8192,1047,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50226,6,28/02/2018 08:52:29,64,2,1,37,0,37,0,18.5,26.162950903899997,0,0,0.0,0.0,578125,46875,32.0,4.2426406871,35,29,64,64.0,0.0,64,64,0,0.0,0.0,0,0,1,0,0,0,40,20,31250.0,15625.0,0,37,18.5,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,24.6666666667,18.5,0.0,0,0,0,0,0,0,2,37,1,0,1047,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,6,28/02/2018 08:52:24,5571999,4,5,499,2373,499,0,124.75,249.5,1460,0,474.6,678.0381995138998,515.4344069337,1.6152192418,696499.875,1745448.03651379,5004777,8,567222,189074.0,163633.13790611,286509,158,5291457,1322864.25,2458225.14280085,5004785,57,0,0,0,0,92,112,0.7178752186,0.8973440232,0,1460,287.2,515.2487640828,265481.28888888896,0,0,1,1,0,0,0,1,1,319.1111111111,124.75,474.6,0,0,0,0,0,0,4,499,5,2373,8192,237,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,6,28/02/2018 08:52:30,96,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,20833.3333333333,96.0,0.0,96,96,96,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0,0,0,40,0,20833.3333333333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,6,28/02/2018 08:52:24,5968552,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.6701792998,1989517.33333333,3207543.82640492,5689774,59,5968552,2984276.0,3826151.96457328,5689774,278778,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5026344748,0.1675448249,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:52:20,19581353,11,14,1547,7149,682,0,140.6363636364,234.1590368648,1460,0,510.6428571429,647.2844585880999,444.0959723263,1.2767248514,815889.708333333,2241504.99220801,10012226,1,19581353,1958135.3,3266096.35006685,10012226,270,17210605,1323892.69230769,3008014.56024092,10283901,1,0,0,0,0,232,304,0.5617589346,0.7149659168000001,0,1460,334.4615384615,527.4345632034,278187.218461538,0,0,1,1,0,0,0,1,1,347.84,140.6363636364,510.6428571429,0,0,0,0,0,0,11,1547,14,7149,8192,1412,5,20,4354096.0,0.0,4354096,4354096,10012226.0,0.0,10012226,10012226,0
443,6,28/02/2018 08:52:40,92046,6,7,705,3718,384,0,117.5,158.2728656466,1460,0,531.1428571429,673.1182235366999,48052.0609260587,141.2337309606,7670.5,10872.4276916009,23225,1,69553,13910.6,12036.0069292104,23312,252,70057,11676.166666666699,12740.8385189777,23496,1,0,0,0,0,132,152,65.18479890489999,76.04893205569999,0,1460,315.9285714286,519.1750059596,269542.68681318697,0,0,1,1,0,0,0,1,1,340.23076923080004,117.5,531.1428571429,0,0,0,0,0,0,6,705,7,3718,8192,7487,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:52:40,93,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,21505.376344086,93.0,0.0,93,93,93,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0,0,0,40,0,21505.376344086002,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
0,0,28/02/2018 08:50:22,114420709,66,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.5768186596,1760318.6,2516344.89089857,15297687,108241,114420709,1760318.6,2516344.89089857,15297687,108241,0,0.0,0.0,0,0,0,0,0,0,0,0,0.5768186596,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,66,0,0,0,-1,-1,0,0,37292345.5,37582494.1961476,63867182,10717509,11714641.0,4074838.10811215,15297687,7281974,0
443,6,28/02/2018 08:52:16,60820355,15,14,870,3306,535,0,58.0,144.6315515864,1460,0,236.1428571429,521.7581015025,68.6612236972,0.4768140535,2172155.53571429,4155130.39262761,10009795,1,60820355,4344311.07142857,5120690.93659948,10077850,4560,60752132,4673240.92307692,5208410.22281066,10079862,1,0,0,0,0,312,284,0.2466279587,0.2301860948,0,1460,139.2,375.16501197059995,140748.786206897,0,0,1,1,0,0,0,1,0,144.0,58.0,236.1428571429,0,0,0,0,0,0,15,870,14,3306,8192,31088,9,20,125002.66666666699,139392.791018283,409537,68055,9984806.33333333,61068.9040368883,10009795,9860150,0
443,6,28/02/2018 08:53:23,91294,6,7,705,3718,384,0,117.5,158.2728656466,1460,0,531.1428571429,673.1182235366999,48447.8717111749,142.3970907179,7607.833333333299,10767.762448694499,23390,0,69507,13901.4,12035.7421790266,23528,284,69770,11628.333333333301,12695.9998529721,23692,0,0,0,0,0,132,152,65.7217341775,76.6753565404,0,1460,315.9285714286,519.1750059596,269542.68681318697,0,0,1,1,0,0,0,1,1,340.23076923080004,117.5,531.1428571429,0,0,0,0,0,0,6,705,7,3718,8192,7487,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:53:23,131,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,15267.1755725191,131.0,0.0,131,131,131,131.0,0.0,131,131,0,0.0,0.0,0,0,0,0,0,0,40,0,15267.1755725191,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
445,6,28/02/2018 08:53:56,151993,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,26.3170014409,50664.3333333333,87696.0476266367,151927,1,151993,75996.5,107473.866779325,151992,1,0,0.0,0.0,0,0,0,0,0,0,72,32,19.7377510806,6.5792503602,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
445,6,28/02/2018 08:54:09,264505,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,15.1225874747,88168.3333333334,146965.254772457,257827,62,264505,132252.5,177676.842229087,257889,6616,0,0.0,0.0,0,0,0,0,0,0,72,32,11.341940606,3.7806468687,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,6,28/02/2018 08:52:15,115634685,16,14,459,913,448,0,28.6875,111.81754111049999,913,0,65.2142857143,244.009513866,11.8649521119,0.2594377284,3987402.93103448,4881973.89840239,10010098,19,115634685,7708979.0,4152671.25914947,10030991,227,110353483,8488729.46153846,3762635.07649277,10031168,271,0,0,0,0,332,424,0.1383667885,0.1210709399,0,913,44.2580645161,180.1445656025,32452.064516128998,0,0,1,1,0,0,0,1,0,45.7333333333,28.6875,65.2142857143,0,0,0,0,0,0,16,459,14,913,8192,946,12,20,28762.8181818182,25776.7389668212,106482,20855,10003357.4545455,21932.8657651647,10010098,9937228,0
80,6,28/02/2018 08:52:15,115634552,16,14,459,913,448,0,28.6875,111.81754111049999,913,0,65.2142857143,244.009513866,11.8649657587,0.2594380268,3987398.34482759,4881977.38866208,10010134,13,115634552,7708970.13333333,4152690.48473637,10030991,221,110353376,8488721.23076923,3762640.07534796,10031168,262,0,0,0,0,332,424,0.13836694759999998,0.1210710792,0,913,44.2580645161,180.1445656025,32452.064516128998,0,0,1,1,0,0,0,1,0,45.7333333333,28.6875,65.2142857143,0,0,0,0,0,0,16,459,14,913,8192,946,12,20,28751.7272727273,25730.3723762052,106331,20830,10003354.9090909,21932.383050888602,10010134,9937227,0
443,6,28/02/2018 08:43:12,116693125,40,66,1187,84687,210,0,29.675,57.492201254899996,1460,0,1283.1363636364,464.62709237089996,735.8959664505,0.9083654243,1111363.0952381,7989186.93167113,58340474,0,116681929,2991844.33333333,12996573.9714666,58340474,28,116682034,1795108.21538462,10129466.834604,58351756,0,0,0,0,0,812,1332,0.3427794054,0.5655860189,0,1460,802.5607476636,713.3636265803,508887.66372773796,0,0,1,1,0,0,0,1,1,810.1320754717,29.675,1283.1363636364,0,0,0,0,0,0,40,1187,66,84687,8192,0,11,20,170379.5,152850.323141628,278461,62298,58170585.0,240259.32789800304,58340474,58000696,0
443,6,28/02/2018 08:54:11,37,1,2,58,31,58,58,58.0,0.0,31,0,15.5,21.920310216799997,2405405.40540541,81081.0810810811,18.5,24.7487373415,36,1,0,0.0,0.0,0,0,36,36.0,0.0,36,36,1,0,0,0,20,40,27027.027027027,54054.05405405409,0,58,36.75,27.6088753846,762.25,0,1,0,0,1,0,0,0,2,49.0,58.0,15.5,0,0,0,0,0,0,1,58,2,31,64,64,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:43:13,116291252,28,58,914,74935,321,0,32.6428571429,76.0381065703,1460,0,1291.9827586207,444.34294055419997,652.2330673678,0.7395225223,1368132.37647059,8852839.22755055,58123331,0,116280047,4306668.40740741,15493963.4426587,58123331,29,116280147,2040002.57894737,10785013.1062766,58134776,0,0,0,0,0,572,1172,0.2407747747,0.4987477476,0,1460,871.8275862069,699.8964908005,489855.097834803,0,0,1,1,0,0,0,1,2,881.9651162791,32.6428571429,1291.9827586207,0,0,0,0,0,0,28,914,58,74935,8192,0,7,20,77976.0,22290.8341701247,93738,62214,58062047.5,86667.9568496916,58123331,58000764,0
443,6,28/02/2018 08:54:11,11,1,2,58,31,58,58,58.0,0.0,31,0,15.5,21.920310216799997,8090909.09090909,272727.272727273,5.5,6.3639610307000005,10,1,0,0.0,0.0,0,0,10,10.0,0.0,10,10,1,0,0,0,20,40,90909.0909090909,181818.181818182,0,58,36.75,27.6088753846,762.25,0,1,0,0,1,0,0,0,2,49.0,58.0,15.5,0,0,0,0,0,0,1,58,2,31,64,64,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,6,28/02/2018 08:52:16,115418390,16,14,447,788,436,0,27.9375,108.8175652181,788,0,56.285714285699996,210.601858627,10.7002012418,0.2599239168,3979944.48275862,4882397.12288481,10004098,16,115418390,7694559.33333333,4150137.35263292,10015357,132,110183927,8475686.69230769,3758715.53948485,10017449,1710,0,0,0,0,332,424,0.138626089,0.1212978278,0,788,39.8387096774,159.3581075804,25395.0064516129,0,0,1,1,0,0,0,1,0,41.1666666667,27.9375,56.285714285699996,0,0,0,0,0,0,16,447,14,788,8192,288,12,20,18876.0,24690.664511106206,93310,11244,9997840.27272727,20104.5650243466,10004098,9937236,0
80,6,28/02/2018 08:52:17,115875072,16,14,443,706,432,0,27.6875,107.81757355209999,706,0,50.428571428599994,188.6864367902,9.9158514439,0.2588995155,3995692.13793103,4842109.84453313,10012950,15,115875072,7725004.8,4179306.36785228,10109103,133,111390495,8568499.61538461,3759447.23752131,10109150,96387,0,0,0,0,332,424,0.1380797416,0.1208197739,0,706,37.064516129,146.3425058972,21416.1290322581,0,0,1,1,0,0,0,1,0,38.3,27.6875,50.428571428599994,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,126111.27272727301,99238.6370564317,425327,96144,10000304.818181802,41745.9812265044,10012950,9874436,0
80,6,28/02/2018 08:52:17,118884976,21,20,1739,2824,432,0,82.80952380949999,173.5657279095,706,0,141.2,289.73628662880003,38.381637054,0.3448711635,2972124.4,4445359.94268113,10014712,19,118884976,5944248.8,4797223.46395378,10109110,170,114462887,6024362.47368421,4937378.62221328,10109217,94575,0,0,0,0,432,544,0.1766413277,0.1682298359,0,706,108.64285714290001,233.9748601701,54744.2351916376,0,0,1,1,0,0,0,1,0,111.2926829268,82.80952380949999,141.2,0,0,0,0,0,0,21,1739,20,2824,8192,184,15,20,398146.363636364,1007286.68891486,3435230,94380,10007575.6363636,23428.256581627295,10014712,9936937,0
80,6,28/02/2018 08:52:20,116245655,16,14,445,706,434,0,27.8125,108.3175693659,706,0,50.428571428599994,188.6864367902,9.9014453486,0.258074162,4008470.86206896,4848484.123165,10015200,17,116245655,7749710.33333333,4166863.68187875,10109107,177,111386129,8568163.76923077,3759962.33729883,10109145,94059,0,0,0,0,332,424,0.1376395531,0.1204346089,0,706,37.1290322581,146.5227495273,21468.9161290322,0,0,1,1,0,0,0,1,0,38.3666666667,27.8125,50.428571428599994,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,119959.27272727301,86343.2686364037,380294,93873,10006053.0909091,30178.020705323197,10015200,9915063,0
80,6,28/02/2018 08:52:23,115411314,16,15,442,1769,431,0,27.625,107.5675756598,1460,0,117.9333333333,379.70448409010004,19.1575671688,0.2686045148,3847043.8,4847257.71227127,10015951,1,115411314,7694087.6,4173196.65047847,10046600,155,110395635,7885402.5,4267446.48492583,10046587,1,0,0,0,0,332,444,0.1386345883,0.1299699265,0,1460,69.09375,270.0111538168,72906.0231854839,0,0,1,1,0,0,0,1,0,71.3225806452,27.625,117.9333333333,0,0,0,0,0,0,16,442,15,1769,8192,946,12,20,33644.2727272727,10057.4302591756,63968,30544,10002317.9090909,4874.6692083577,10015951,10000203,0
80,6,28/02/2018 08:52:23,115411597,16,15,442,1769,431,0,27.625,107.5675756598,1460,0,117.9333333333,379.70448409010004,19.1575201927,0.2686038562,3847053.23333333,4849759.14155055,10015662,1,115411597,7694106.46666667,4179922.59141952,10046613,132,110473827,7890987.64285714,4270525.31858228,10046658,1,0,0,0,0,332,444,0.1386342483,0.1299696078,0,1460,69.09375,270.0111538168,72906.0231854839,0,0,1,1,0,0,0,1,0,71.3225806452,27.625,117.9333333333,0,0,0,0,0,0,16,442,15,1769,8192,946,12,20,34037.2727272727,10004.2902306052,64201,30925,10009043.4545455,7711.3405107497,10015662,9999860,0
80,6,28/02/2018 08:52:14,119909953,17,16,597,768,293,0,35.1176470588,97.06433585059999,384,0,48.0,131.1609698043,11.3835421151,0.2752065127,3747186.03125,4879558.55809176,10014507,17,119877687,7492355.4375,4439962.94978397,10046601,148,119877797,7991853.13333333,4134330.30624878,10047715,248,0,0,0,0,352,464,0.14177305199999998,0.1334334607,0,384,40.1470588235,111.7112436632,12479.4019607843,0,0,1,1,0,0,0,1,0,41.3636363636,35.1176470588,48.0,0,0,0,0,0,0,17,597,16,768,8192,980,13,20,44231.25,28329.7060252533,115500,32086,9945576.0,200735.21236014602,10014507,9312608,0
443,6,28/02/2018 08:54:32,91569,6,7,705,3718,384,0,117.5,158.2728656466,1460,0,531.1428571429,673.1182235366999,48302.3730738569,141.9694438074,7630.75,10844.8441887043,23972,0,69758,13951.6,12125.8275717577,23993,244,69945,11657.5,12744.0746505974,24236,0,0,0,0,0,132,152,65.5243586803,76.4450851271,0,1460,315.9285714286,519.1750059596,269542.68681318697,0,0,1,1,0,0,0,1,1,340.23076923080004,117.5,531.1428571429,0,0,0,0,0,0,6,705,7,3718,8192,7487,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:54:32,198,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,156565.656565657,15151.5151515152,99.0,96.16652224139999,167,31,198,99.0,96.16652224139999,167,31,0,0.0,0.0,0,0,0,0,0,0,60,0,15151.515151515201,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
445,6,28/02/2018 08:54:33,141960,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,28.1769512539,47320.0,81725.1058855233,141688,78,141960,70980.0,100106.521226142,141766,194,0,0.0,0.0,0,0,0,0,0,0,72,32,21.1327134404,7.0442378135000006,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
0,0,28/02/2018 08:52:49,103491582,62,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.5990825418,1696583.31147541,2606451.32371042,20250772,593685,103491582,1696583.31147541,2606451.32371042,20250772,593685,0,0.0,0.0,0,0,0,0,0,0,0,0,0.5990825418,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,62,0,0,0,-1,-1,0,0,78335038.0,0.0,78335038,78335038,20250772.0,0.0,20250772,20250772,0
443,6,28/02/2018 08:52:14,116986189,49,87,1022,112378,252,0,20.8571428571,56.6601711964,1460,0,1291.7011494253,442.1190283523,969.3451933886,1.1625303907,866564.362962963,7061447.49454506,58505905,0,116986189,2437212.27083333,11758243.6359424,58505905,48,116892768,1359218.23255814,8839717.90344629,58567111,0,0,0,0,0,992,1752,0.4188528613000001,0.7436775293000001,0,1460,827.7372262774,708.5567276687,502052.636324603,0,0,1,1,0,0,0,1,1,833.8235294117999,20.8571428571,1291.7011494253,0,0,0,0,0,0,49,1022,87,112378,8192,131,8,20,209748.5,164305.45299685,325930,93567,58236555.0,380918.423025193,58505905,57967205,0
443,6,28/02/2018 08:55:05,206,3,0,77,0,46,0,25.6666666667,23.459184413200003,0,0,0.0,0.0,373786.40776699,14563.1067961165,103.0,117.37972567700001,186,20,206,103.0,117.37972567700001,186,20,0,0.0,0.0,0,0,1,0,0,0,60,0,14563.106796116499,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50187,6,28/02/2018 08:55:05,61,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,32786.8852459016,61.0,0.0,61,61,61,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0,0,0,40,0,32786.8852459016,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:52:16,117649617,13,11,601,3190,201,0,46.2307692308,69.68399367399999,1430,0,290.0,533.0686634947,32.2227993313,0.2039955642,5115200.73913044,16815866.2779013,58826253,1,117649617,9804134.75,22702374.3626352,58826253,131,117587500,11758750.0,24630437.599846806,58932830,1,0,0,0,0,272,232,0.1104975973,0.0934979669,0,1430,151.64,369.56673732,136579.573333333,0,0,1,1,0,0,0,1,0,157.9583333333,46.2307692308,290.0,0,0,0,0,0,0,13,601,11,3190,8192,176,6,20,389091.0,462077.31094266,715829,62353,58404540.0,596392.244029045,58826253,57982827,0
443,6,28/02/2018 08:52:16,118761481,19,22,1566,5937,461,0,82.42105263159999,137.887359742,1430,0,269.8636363636,445.6548200286,63.1770498046,0.3452297804,2969037.025,12952854.137902198,58904688,0,118761481,6597860.05555555,18986018.500175,58904688,40,118605451,5647878.61904762,17685393.2746023,59060724,0,0,0,0,0,392,452,0.1599845324,0.185245248,0,1430,178.6428571429,345.8428954921,119607.308362369,0,0,1,1,0,0,0,1,1,183.0,82.42105263159999,269.8636363636,0,0,0,0,0,0,19,1566,22,5937,8192,184,10,20,584529.0,605949.4992835621,1013000,156058,58718164.5,263784.063401298,58904688,58531641,0
443,6,28/02/2018 08:55:08,209,3,0,77,0,46,0,25.6666666667,23.459184413200003,0,0,0.0,0.0,368421.052631579,14354.0669856459,104.5,123.7436867076,192,17,209,104.5,123.7436867076,192,17,0,0.0,0.0,0,0,1,0,0,0,60,0,14354.0669856459,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:55:08,471,3,0,77,0,46,0,25.6666666667,23.459184413200003,0,0,0.0,0.0,163481.95329087,6369.4267515924,235.5,313.2483040656,457,14,471,235.5,313.2483040656,457,14,0,0.0,0.0,0,0,1,0,0,0,60,0,6369.4267515924,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50207,6,28/02/2018 08:55:08,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2000000,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,176,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50207,6,28/02/2018 08:55:08,235730,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,8.484282866,235730.0,0.0,235730,235730,235730,235730.0,0.0,235730,235730,0,0.0,0.0,0,0,0,0,0,0,40,0,8.484282866000001,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,176,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:52:18,118914455,17,17,859,3896,216,0,50.5294117647,74.9292313178,1430,0,229.1764705882,403.37486214660004,39.9867282745,0.2859198236,3603468.33333333,14241866.4036237,58904722,1,118914455,7432153.4375,20084976.727060106,58904722,26,118758525,7422407.8125,20111742.1079816,59060958,1,0,0,0,0,352,352,0.1429599118,0.1429599118,0,1430,135.8571428571,296.22558403799997,87749.5966386555,0,0,1,1,0,0,0,1,1,139.8529411765,50.5294117647,229.1764705882,0,0,0,0,0,0,17,859,17,3896,8192,180,8,20,562456.0,574635.9825854971,968785,156127,58816742.5,124421.802110804,58904722,58728763,0
80,6,28/02/2018 08:54:24,45655213,6,5,5,0,1,0,0.8333333333,0.4082482905,0,0,0.0,0.0,0.109516519,0.2409363417,4565521.3,4968964.06339647,10014491,32102,45655213,9131042.6,2047225.66412018,10046623,5468854,40186274,10046568.5,2455.1063113438,10049536,10043525,0,0,0,0,120,160,0.1314198227,0.109516519,0,1,0.5,0.5222329679,0.2727272727,0,0,0,0,1,0,0,0,0,0.5454545454999999,0.8333333333,0.0,0,0,0,0,0,0,6,5,5,0,253,980,4,20,32942.0,1537.0597472664,35245,32102,10013647.75,1515.4852633179,10014491,10011378,0
443,6,28/02/2018 08:55:10,260,3,0,77,0,46,0,25.6666666667,23.459184413200003,0,0,0.0,0.0,296153.846153846,11538.4615384615,130.0,161.2203461105,244,16,260,130.0,161.2203461105,244,16,0,0.0,0.0,0,0,1,0,0,0,60,0,11538.461538461499,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50218,6,28/02/2018 08:55:10,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2000000,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6,28/02/2018 08:52:20,117509040,24,30,1411,21237,470,0,58.7916666667,112.25591072520001,1430,0,707.9,673.5022898868,192.7341079461,0.4595391129,2217151.69811321,11236787.296075,58858022,1,117509040,5109088.69565217,16831818.3987988,58916107,127,117431224,4049352.55172414,15073728.671523098,58876759,1,0,0,0,0,492,612,0.2042396057,0.2552995072,0,1430,411.7818181818,596.8277154133999,356203.32188552205,0,0,1,1,0,0,0,1,1,419.4074074074,58.7916666667,707.9,0,0,0,0,0,0,24,1411,30,21237,8192,184,10,20,295102.0,307114.85984562803,512265,77939,58420436.5,618839.348797812,58858022,57982851,0
